epoch_loss--       1         tensor(0.1080, device='cuda:0')
epoch_loss--       21         0.15956153909857282
epoch_loss--       22         0.16130958378505403
epoch_loss--       23         0.1568163941248347
epoch_loss--       24         0.16075259921983026
epoch_loss--       25         0.15434657896574314
epoch_loss--       26         0.15834759345974403
epoch_loss--       27         0.16648107679031146
epoch_loss--       28         0.16036171441118177
epoch_loss--       29         0.16127082835228299
epoch_loss--       30         0.16621184190764976
epoch_loss--       31         0.15868874557149676
epoch_loss--       32         0.15697083803125844
epoch_loss--       33         0.15507603938968037
epoch_loss--       34         0.1595250686612754
epoch_loss--       35         0.16135731667946704
epoch_loss--       36         0.1592152700328027
epoch_loss--       37         0.15463963840097283
epoch_loss--       38         0.15253118081643177
epoch_loss--       39         0.1586419896076853
epoch_loss--       40         0.15274176416924587
epoch_loss--       41         0.1551055788410643
epoch_loss--       42         0.15109246740706814
epoch_loss--       43         0.15299729952892174
epoch_loss--       44         0.15564979644962393
epoch_loss--       45         0.15087769492365682
epoch_loss--       46         0.15757869680325826
epoch_loss--       47         0.1566065290627388
epoch_loss--       48         0.1472227825119663
epoch_loss--       49         0.15302697295388476
epoch_loss--       50         0.15183386992151365
epoch_loss--       51         0.15571401983547134
epoch_loss--       52         0.15550949175755818
epoch_loss--       53         0.15703878119683112
epoch_loss--       54         0.15535506889366876
epoch_loss--       55         0.1583549441180576
epoch_loss--       56         0.15280264495803525
epoch_loss--       57         0.1598686199551954
epoch_loss--       58         0.14549136433167198
epoch_loss--       59         0.15738336386057897
epoch_loss--       60         0.15363539467318751
epoch_loss--       61         0.14849923194026032
epoch_loss--       62         0.156399676653619
epoch_loss--       63         0.1484852946056916
epoch_loss--       64         0.15451186632338804
epoch_loss--       65         0.15548789490478487
epoch_loss--       66         0.15172740352896455
epoch_loss--       67         0.15579805673120883
epoch_loss--       68         0.14897415221642002
epoch_loss--       69         0.14280533619201222
epoch_loss--       70         0.159439610466123
epoch_loss--       71         0.14929513866528155
epoch_loss--       72         0.14619600588378434
epoch_loss--       73         0.15086306900547716
epoch_loss--       74         0.14081785532708366
epoch_loss--       75         0.14752078857332374
epoch_loss--       76         0.14702412224234865
epoch_loss--       77         0.15038301398198065
epoch_loss--       78         0.1434100233375455
epoch_loss--       79         0.14933722329358703
epoch_loss--       80         0.14632194254773492
epoch_loss--       81         0.15489784054481945
epoch_loss--       82         0.1560116826702421
epoch_loss--       83         0.14623513633307939
epoch_loss--       84         0.15178704016600936
epoch_loss--       85         0.14965456964584967
epoch_loss--       86         0.14905328980792826
epoch_loss--       87         0.1533058670620187
epoch_loss--       88         0.14849123406334044
epoch_loss--       89         0.14300286963867684
epoch_loss--       90         0.14461468498165997
epoch_loss--       91         0.14448987124874568
epoch_loss--       92         0.14246977804996336
epoch_loss--       93         0.13874865597048505
epoch_loss--       94         0.13690254865839077
epoch_loss--       95         0.14453595880264292
epoch_loss--       96         0.15645887348027274
epoch_loss--       97         0.1523887844631276
epoch_loss--       98         0.1489639145592912
epoch_loss--       99         0.14577369532360437
epoch_loss--       100         0.14851858252629685
epoch_loss--       101         0.14463282921634163
epoch_loss--       102         0.14394351502005664
epoch_loss--       103         0.14294853192953447
epoch_loss--       104         0.14455106290289388
epoch_loss--       105         0.14293233434946392
epoch_loss--       106         0.14763220354390982
epoch_loss--       107         0.14774289086889536
epoch_loss--       108         0.13975742875863187
epoch_loss--       109         0.14880868362875793
epoch_loss--       110         0.1462617507472206
epoch_loss--       111         0.14186986714315872
epoch_loss--       112         0.1395989347594424
epoch_loss--       113         0.14579611847671076
epoch_loss--       114         0.14919248138801358
epoch_loss--       115         0.13939865929678605
epoch_loss--       116         0.14737734591332488
epoch_loss--       117         0.14287376977479496
epoch_loss--       118         0.14049583300948143
epoch_loss--       119         0.13750825047540588
epoch_loss--       120         0.13833225141175257
epoch_loss--       121         0.1397907902804998
epoch_loss--       122         0.1473036383013851
epoch_loss--       123         0.1366654619360313
epoch_loss--       124         0.1398942969239558
epoch_loss--       125         0.1458912283634416
epoch_loss--       126         0.13737590309863273
epoch_loss--       127         0.13820221084660997
epoch_loss--       128         0.13790283117669458
epoch_loss--       129         0.14047016686620042
epoch_loss--       130         0.14017364182792152
epoch_loss--       131         0.14484597744937902
epoch_loss--       132         0.1401747318204885
epoch_loss--       133         0.1390562888306265
epoch_loss--       134         0.13497238003979095
epoch_loss--       135         0.13896361911020721
epoch_loss--       136         0.13654826279170215
epoch_loss--       137         0.14690882858995813
epoch_loss--       138         0.14649244214589605
epoch_loss--       139         0.13379715977552029
epoch_loss--       140         0.1366143688892785
epoch_loss--       141         0.13467666668037828
epoch_loss--       142         0.13710244958059856
epoch_loss--       143         0.13331748205370986
epoch_loss--       144         0.1382032640206928
epoch_loss--       145         0.13686742640722294
epoch_loss--       146         0.13432500265038813
epoch_loss--       147         0.1350763416566407
epoch_loss--       148         0.13421771948496564
epoch_loss--       149         0.137923927578968
epoch_loss--       150         0.14207588346264424
epoch_loss--       151         0.1408517689893421
epoch_loss--       152         0.13460503664974588
epoch_loss--       153         0.12795649744427431
epoch_loss--       154         0.13748933024966298
epoch_loss--       155         0.139580794987968
epoch_loss--       156         0.1342514863077063
epoch_loss--       157         0.1393824458693544
epoch_loss--       158         0.13498455530014664
epoch_loss--       159         0.13636309401200603
epoch_loss--       160         0.13159538103273502
epoch_loss--       161         0.13057724273385712
epoch_loss--       162         0.14570646488461822
epoch_loss--       163         0.12474874238046213
epoch_loss--       164         0.1332590484830994
epoch_loss--       165         0.1307470085450445
epoch_loss--       166         0.13542678294637903
epoch_loss--       167         0.13931098435157405
epoch_loss--       168         0.13247866054978996
epoch_loss--       169         0.13672443104985232
epoch_loss--       170         0.13666328230795388
epoch_loss--       171         0.13296966405865102
epoch_loss--       172         0.1347735966927708
epoch_loss--       173         0.12959912774590449
epoch_loss--       174         0.13305534268863284
epoch_loss--       175         0.1300485029864235
epoch_loss--       176         0.13687821615118378
epoch_loss--       177         0.1308313619000272
epoch_loss--       178         0.12878661068935934
epoch_loss--       179         0.12941895306895906
epoch_loss--       180         0.13511698343121586
epoch_loss--       181         0.12646136356714055
epoch_loss--       182         0.13572055919054218
epoch_loss--       183         0.13587290128341878
epoch_loss--       184         0.12475395115157857
epoch_loss--       185         0.1303621951145486
epoch_loss--       186         0.13147712556032326
epoch_loss--       187         0.13297018406394953
epoch_loss--       188         0.13198638101593374
epoch_loss--       189         0.1304649853120787
epoch_loss--       190         0.12556141017439265
epoch_loss--       191         0.12761055430569967
epoch_loss--       192         0.1282113092228437
epoch_loss--       193         0.1304583315508434
epoch_loss--       194         0.12747765541338502
epoch_loss--       195         0.1274035117996577
epoch_loss--       196         0.124838446650785
epoch_loss--       197         0.12413256317853166
epoch_loss--       198         0.12596989772952022
epoch_loss--       199         0.1214964584753917
epoch_loss--       200         0.12149590608506157
epoch_loss--       201         0.12089481442785872
epoch_loss--       202         0.12825638686006252
epoch_loss--       203         0.12422369459804636
epoch_loss--       204         0.12884931601941013
epoch_loss--       205         0.1303771899495357
epoch_loss--       206         0.12988510281561663
epoch_loss--       207         0.1215947676366701
epoch_loss--       208         0.12684047674409116
epoch_loss--       209         0.11869783385302693
epoch_loss--       210         0.12100285314285336
epoch_loss--       211         0.1274762579474967
epoch_loss--       212         0.12270804175053732
epoch_loss--       213         0.11490496058766834
epoch_loss--       214         0.1250941163827531
epoch_loss--       215         0.13178765290556624
epoch_loss--       216         0.1263654933581813
epoch_loss--       217         0.1241682571486924
epoch_loss--       218         0.1231271431159478
epoch_loss--       219         0.11587315292570728
epoch_loss--       220         0.11785020876806765
epoch_loss--       221         0.12403430693303816
epoch_loss--       222         0.12359990175968161
epoch_loss--       223         0.11932347128733088
epoch_loss--       224         0.12630866066859173
epoch_loss--       225         0.11528732649053629
epoch_loss--       226         0.12233486982246938
epoch_loss--       227         0.12466449179826453
epoch_loss--       228         0.12384179120246595
epoch_loss--       229         0.11908453282194968
epoch_loss--       230         0.11997665338122997
epoch_loss--       231         0.11329661503124733
epoch_loss--       232         0.11884556764278549
epoch_loss--       233         0.11780190616012953
epoch_loss--       234         0.12502558602573582
epoch_loss--       235         0.12262029484652293
epoch_loss--       236         0.1187449541811745
epoch_loss--       237         0.1230022769730788
epoch_loss--       238         0.1140388701134882
epoch_loss--       239         0.12273393370234928
epoch_loss--       240         0.12234401135755994
epoch_loss--       241         0.11111399226676161
epoch_loss--       242         0.1249933850984223
epoch_loss--       243         0.12045723588440936
epoch_loss--       244         0.11876447957020979
epoch_loss--       245         0.11777695238637848
epoch_loss--       246         0.11651118569813979
epoch_loss--       247         0.11980097507611631
epoch_loss--       248         0.11527339505930297
epoch_loss--       249         0.11293165145900112
epoch_loss--       250         0.1103295020628185
epoch_loss--       251         0.11550157575513989
epoch_loss--       252         0.11411383821251103
epoch_loss--       253         0.10885754127067308
epoch_loss--       254         0.11147668761924243
epoch_loss--       255         0.11327608005878644
epoch_loss--       256         0.11338624082648525
epoch_loss--       257         0.11741757483932729
epoch_loss--       258         0.1169590244646937
epoch_loss--       259         0.1125440692987305
epoch_loss--       260         0.11237989354152648
epoch_loss--       261         0.11506434415166561
epoch_loss--       262         0.11148743734311181
epoch_loss--       263         0.11536902908723766
epoch_loss--       264         0.11874715207864682
epoch_loss--       265         0.11026448094116423
epoch_loss--       266         0.11029623344112129
epoch_loss--       267         0.1153141324595807
epoch_loss--       268         0.1191964343416329
epoch_loss--       269         0.11440073371457216
epoch_loss--       270         0.11134450853513643
epoch_loss--       271         0.11567835405040473
epoch_loss--       272         0.1130519868752446
epoch_loss--       273         0.1101292397934027
epoch_loss--       274         0.1136031294830691
epoch_loss--       275         0.11280466800632949
epoch_loss--       276         0.11077825944073284
epoch_loss--       277         0.11511526460917042
epoch_loss--       278         0.10870901564249215
epoch_loss--       279         0.11253256018097979
epoch_loss--       280         0.11295342091292429
epoch_loss--       281         0.11575006953657815
epoch_loss--       282         0.11168666080402109
epoch_loss--       283         0.10478857156043997
epoch_loss--       284         0.11643643686161063
epoch_loss--       285         0.11322704657388571
epoch_loss--       286         0.10927915572525022
epoch_loss--       287         0.11002242553253143
epoch_loss--       288         0.10915953585038932
epoch_loss--       289         0.10813491704602973
epoch_loss--       290         0.11220455683839207
epoch_loss--       291         0.10979037387326313
epoch_loss--       292         0.10752386566453849
epoch_loss--       293         0.11320885214895106
epoch_loss--       294         0.10753220661927146
epoch_loss--       295         0.10311322186154108
epoch_loss--       296         0.11052330975501111
epoch_loss--       297         0.11160137075871325
epoch_loss--       298         0.11177253383345688
epoch_loss--       299         0.11373588979577486
epoch_loss--       300         0.1103680709394784
